energy;cx;cx_err
1685800 eV ; 4.4560 b ; 0.053981 b
1686400 eV ; 5.1579 b ; 0.056825 b
1687000 eV ; 5.8158 b ; 0.059810 b
1687600 eV ; 6.3966 b ; 0.062701 b
1688200 eV ; 6.7804 b ; 0.064882 b
1688800 eV ; 7.0673 b ; 0.066398 b
1689400 eV ; 6.9534 b ; 0.065450 b
1690000 eV ; 6.5055 b ; 0.063128 b
1690600 eV ; 5.6439 b ; 0.060000 b
1691200 eV ; 4.9153 b ; 0.056967 b
1691800 eV ; 4.1705 b ; 0.054455 b
1692400 eV ; 3.4751 b ; 0.052180 b
1693000 eV ; 3.0015 b ; 0.050711 b
1693600 eV ; 2.8480 b ; 0.050000 b
1694200 eV ; 2.6926 b ; 0.049005 b
1694900 eV ; 2.6187 b ; 0.048863 b
1695500 eV ; 2.4539 b ; 0.048957 b
1696100 eV ; 2.5241 b ; 0.049431 b
1696700 eV ; 2.6898 b ; 0.050000 b
1697300 eV ; 2.6966 b ; 0.050616 b
1697900 eV ; 2.9385 b ; 0.051517 b
1698500 eV ; 3.0009 b ; 0.051469 b
1699100 eV ; 3.0461 b ; 0.051280 b
1699700 eV ; 2.7705 b ; 0.050758 b
1700300 eV ; 2.5858 b ; 0.050474 b
1700900 eV ; 2.6014 b ; 0.050474 b
1702200 eV ; 2.5671 b ; 0.028957 b
1704000 eV ; 2.6798 b ; 0.029005 b
1705800 eV ; 2.6682 b ; 0.028910 b
1707700 eV ; 2.5750 b ; 0.029005 b
1709500 eV ; 2.4295 b ; 0.028768 b
1711400 eV ; 2.4213 b ; 0.028578 b
1712600 eV ; 2.7316 b ; 0.050474 b
1713200 eV ; 3.2024 b ; 0.051327 b
1713800 eV ; 3.7750 b ; 0.053270 b
1714400 eV ; 4.3254 b ; 0.055166 b
1715100 eV ; 4.5968 b ; 0.056114 b
1715700 eV ; 4.3826 b ; 0.055450 b
1716300 eV ; 3.8611 b ; 0.053744 b
1716900 eV ; 3.1908 b ; 0.052085 b
1717500 eV ; 2.7817 b ; 0.051232 b
1718100 eV ; 2.4876 b ; 0.050900 b
1718800 eV ; 2.6152 b ; 0.051090 b
1719400 eV ; 2.6369 b ; 0.051137 b
1720000 eV ; 2.6551 b ; 0.051232 b
1720600 eV ; 2.7867 b ; 0.051327 b
1721300 eV ; 2.6740 b ; 0.050758 b
1721900 eV ; 2.4829 b ; 0.050284 b
1722500 eV ; 2.3539 b ; 0.049526 b
1723100 eV ; 2.2048 b ; 0.048626 b
1723700 eV ; 2.2116 b ; 0.048246 b
1724400 eV ; 2.2894 b ; 0.048294 b
1725000 eV ; 2.5408 b ; 0.048910 b
1725600 eV ; 3.0830 b ; 0.050284 b
1726200 eV ; 3.5039 b ; 0.051801 b
1726700 eV ; 3.9039 b ; 0.074882 b
1727000 eV ; 3.9700 b ; 0.075877 b
1727300 eV ; 4.0486 b ; 0.076066 b
1727600 eV ; 4.3506 b ; 0.077251 b
1727900 eV ; 4.4420 b ; 0.077583 b
1728300 eV ; 4.1599 b ; 0.077109 b
1728600 eV ; 4.1798 b ; 0.077109 b
1728900 eV ; 4.2118 b ; 0.077299 b
1729200 eV ; 4.0192 b ; 0.077014 b
1729500 eV ; 3.8874 b ; 0.076351 b
1729800 eV ; 3.6783 b ; 0.075877 b
1730300 eV ; 3.3164 b ; 0.052512 b
1730900 eV ; 3.1402 b ; 0.051659 b
1731500 eV ; 2.8992 b ; 0.051232 b
1732200 eV ; 2.8252 b ; 0.050806 b
1732800 eV ; 2.9624 b ; 0.050853 b
1733400 eV ; 2.8420 b ; 0.050569 b
1734100 eV ; 2.8238 b ; 0.050806 b
1734700 eV ; 2.7130 b ; 0.051137 b
1735600 eV ; 2.7836 b ; 0.036493 b
1736900 eV ; 2.8266 b ; 0.037156 b
1738100 eV ; 2.9353 b ; 0.037204 b
1739400 eV ; 3.3065 b ; 0.037536 b
1740700 eV ; 3.6553 b ; 0.038246 b
1741900 eV ; 4.0767 b ; 0.038910 b
1743200 eV ; 4.5300 b ; 0.040427 b
1744100 eV ; 5.0330 b ; 0.058720 b
1744800 eV ; 5.1073 b ; 0.059336 b
1745400 eV ; 5.1714 b ; 0.059953 b
1746000 eV ; 5.3218 b ; 0.060190 b
1746700 eV ; 5.2932 b ; 0.060284 b
1747300 eV ; 5.2717 b ; 0.060521 b
1748000 eV ; 5.0821 b ; 0.060000 b
1748600 eV ; 4.9726 b ; 0.060569 b
1749200 eV ; 4.5755 b ; 0.059763 b
1749700 eV ; 4.2363 b ; 0.084171 b
1750000 eV ; 4.1660 b ; 0.083270 b
1750300 eV ; 4.0298 b ; 0.083223 b
1750700 eV ; 3.6942 b ; 0.082464 b
1751000 eV ; 3.6962 b ; 0.082322 b
1751300 eV ; 3.7044 b ; 0.082370 b
1751600 eV ; 3.4446 b ; 0.082275 b
1751900 eV ; 3.4872 b ; 0.080995 b
1752300 eV ; 3.5230 b ; 0.081137 b
1752600 eV ; 3.5491 b ; 0.081374 b
1752900 eV ; 3.6843 b ; 0.081422 b
1753200 eV ; 3.9992 b ; 0.082180 b
1753500 eV ; 4.1579 b ; 0.083270 b
1753800 eV ; 4.4422 b ; 0.084976 b
1754200 eV ; 4.8287 b ; 0.086446 b
1754500 eV ; 5.2790 b ; 0.088389 b
1754800 eV ; 5.5712 b ; 0.089905 b
1755100 eV ; 5.6087 b ; 0.089573 b
1755400 eV ; 5.6483 b ; 0.090758 b
1755800 eV ; 5.2739 b ; 0.088104 b
1756100 eV ; 5.0625 b ; 0.086682 b
1756400 eV ; 4.9141 b ; 0.084976 b
1756700 eV ; 4.5598 b ; 0.082701 b
1757000 eV ; 4.2902 b ; 0.081043 b
1757400 eV ; 3.9402 b ; 0.079384 b
1757700 eV ; 4.0091 b ; 0.079242 b
1758000 eV ; 3.8730 b ; 0.077725 b
1758300 eV ; 3.9190 b ; 0.078341 b
1759000 eV ; 3.6133 b ; 0.044455 b
1759900 eV ; 3.5799 b ; 0.044408 b
1760900 eV ; 3.4023 b ; 0.044787 b
1761900 eV ; 3.5282 b ; 0.045071 b
1762700 eV ; 3.4089 b ; 0.055261 b
1763300 eV ; 3.5647 b ; 0.055592 b
1764000 eV ; 3.7237 b ; 0.056114 b
1764600 eV ; 3.8278 b ; 0.056682 b
1765200 eV ; 3.7353 b ; 0.056161 b
1765900 eV ; 3.6788 b ; 0.055403 b
1766500 eV ; 3.4872 b ; 0.054028 b
1767200 eV ; 3.2714 b ; 0.053507 b
1768200 eV ; 3.2103 b ; 0.037678 b
1769400 eV ; 2.9509 b ; 0.037204 b
1770700 eV ; 2.7604 b ; 0.036588 b
1772000 eV ; 2.4648 b ; 0.036445 b
1773300 eV ; 2.0373 b ; 0.036351 b
1774600 eV ; 1.8430 b ; 0.035829 b
1775600 eV ; 1.7061 b ; 0.050427 b
1776300 eV ; 1.8326 b ; 0.050427 b
1776900 eV ; 1.8043 b ; 0.050237 b
1777600 eV ; 1.7351 b ; 0.050711 b
1778200 eV ; 1.9246 b ; 0.050616 b
1778900 eV ; 2.0365 b ; 0.051185 b
1779700 eV ; 2.3763 b ; 0.042464 b
1780700 eV ; 2.9309 b ; 0.044455 b
1781600 eV ; 3.7350 b ; 0.046919 b
1782300 eV ; 4.5261 b ; 0.084834 b
1782600 eV ; 4.7915 b ; 0.086682 b
1783000 eV ; 4.8009 b ; 0.086303 b
1783300 eV ; 4.9019 b ; 0.087630 b
1783600 eV ; 4.8360 b ; 0.086446 b
1783900 eV ; 4.6229 b ; 0.084550 b
1784300 eV ; 4.3725 b ; 0.082464 b
1784600 eV ; 3.9836 b ; 0.081185 b
1784900 eV ; 3.7812 b ; 0.078436 b
1785200 eV ; 3.5262 b ; 0.077678 b
1785700 eV ; 3.2866 b ; 0.053839 b
1786400 eV ; 3.1309 b ; 0.052844 b
1787100 eV ; 3.0173 b ; 0.052464 b
1787900 eV ; 2.8913 b ; 0.043223 b
1788900 eV ; 2.9286 b ; 0.043602 b
1789900 eV ; 3.0250 b ; 0.043412 b
1790800 eV ; 2.9168 b ; 0.043033 b
1791800 eV ; 2.8488 b ; 0.042654 b
1793100 eV ; 2.8519 b ; 0.032986 b
1794800 eV ; 2.8908 b ; 0.033081 b
1796500 eV ; 2.8754 b ; 0.033223 b
1798100 eV ; 3.0954 b ; 0.033744 b
1799300 eV ; 3.4919 b ; 0.053791 b
1799900 eV ; 3.6938 b ; 0.054360 b
1800600 eV ; 3.8544 b ; 0.055403 b
1801300 eV ; 4.5944 b ; 0.058199 b
1801900 eV ; 5.6105 b ; 0.062559 b
1802600 eV ; 6.3455 b ; 0.066161 b
1803300 eV ; 6.3756 b ; 0.066209 b
1803900 eV ; 5.7687 b ; 0.063507 b
1804600 eV ; 4.9391 b ; 0.059953 b
1805300 eV ; 4.4148 b ; 0.057536 b
1805900 eV ; 3.7003 b ; 0.055972 b
1806600 eV ; 3.3330 b ; 0.054739 b
1807300 eV ; 3.0708 b ; 0.053697 b
1807900 eV ; 3.0930 b ; 0.053081 b
1808600 eV ; 3.2219 b ; 0.053744 b
1809300 eV ; 3.5727 b ; 0.053981 b
1809900 eV ; 3.4612 b ; 0.053223 b
1810600 eV ; 3.2179 b ; 0.052227 b
1811300 eV ; 2.9394 b ; 0.051280 b
1811900 eV ; 2.6178 b ; 0.050711 b
1812600 eV ; 2.3880 b ; 0.050284 b
1813300 eV ; 2.4332 b ; 0.050379 b
1814000 eV ; 2.5358 b ; 0.050664 b
1814600 eV ; 2.7491 b ; 0.051374 b
1815300 eV ; 2.9638 b ; 0.052180 b
1816000 eV ; 3.3057 b ; 0.053081 b
1816700 eV ; 3.2792 b ; 0.053365 b
1817300 eV ; 3.3943 b ; 0.053507 b
1818000 eV ; 3.4377 b ; 0.053697 b
1818700 eV ; 3.4556 b ; 0.053697 b
1819400 eV ; 3.2681 b ; 0.053460 b
1820000 eV ; 3.1135 b ; 0.052749 b
1820700 eV ; 2.6583 b ; 0.052370 b
1821400 eV ; 2.1835 b ; 0.051943 b
1822100 eV ; 2.1047 b ; 0.051422 b
1822700 eV ; 2.1791 b ; 0.051043 b
1823400 eV ; 2.1599 b ; 0.051517 b
1824100 eV ; 2.3441 b ; 0.051848 b
1824800 eV ; 2.5347 b ; 0.052227 b
1825400 eV ; 2.9817 b ; 0.053318 b
1826100 eV ; 3.0806 b ; 0.054502 b
1826800 eV ; 3.5656 b ; 0.055498 b
1827500 eV ; 3.6613 b ; 0.056493 b
1828200 eV ; 3.8361 b ; 0.056967 b
1828800 eV ; 3.7000 b ; 0.056682 b
1829500 eV ; 3.3657 b ; 0.056209 b
1830200 eV ; 3.3356 b ; 0.056303 b
1830900 eV ; 3.5927 b ; 0.057014 b
1831600 eV ; 3.9762 b ; 0.057820 b
1832200 eV ; 4.2901 b ; 0.058768 b
1832900 eV ; 4.3051 b ; 0.058341 b
1833600 eV ; 3.9023 b ; 0.057156 b
1834300 eV ; 3.4725 b ; 0.055735 b
1835000 eV ; 3.1131 b ; 0.054787 b
1835700 eV ; 3.0367 b ; 0.054597 b
1836300 eV ; 3.1863 b ; 0.054408 b
1837000 eV ; 3.3618 b ; 0.054929 b
1837700 eV ; 3.5513 b ; 0.055261 b
1838400 eV ; 3.5770 b ; 0.055403 b
1839100 eV ; 3.5334 b ; 0.055071 b
1839800 eV ; 3.4378 b ; 0.054645 b
1840800 eV ; 3.2508 b ; 0.038341 b
1842200 eV ; 3.1659 b ; 0.038104 b
1843600 eV ; 3.0505 b ; 0.038057 b
1844900 eV ; 3.0828 b ; 0.038294 b
1846000 eV ; 3.2587 b ; 0.054976 b
1846700 eV ; 3.4963 b ; 0.055640 b
1847300 eV ; 3.6470 b ; 0.056398 b
1848000 eV ; 3.6277 b ; 0.056919 b
1848700 eV ; 3.4576 b ; 0.056540 b
1849400 eV ; 3.3164 b ; 0.056209 b
1850500 eV ; 2.8690 b ; 0.038863 b
1851800 eV ; 2.3214 b ; 0.037536 b
1853200 eV ; 2.0201 b ; 0.037109 b
1854600 eV ; 1.7948 b ; 0.036967 b
1856000 eV ; 1.8265 b ; 0.036919 b
1857400 eV ; 1.9259 b ; 0.036540 b
1858800 eV ; 2.0465 b ; 0.036682 b
1860200 eV ; 2.3247 b ; 0.037346 b
1861200 eV ; 2.7034 b ; 0.053886 b
1861900 eV ; 3.0482 b ; 0.054455 b
1862600 eV ; 3.1302 b ; 0.054976 b
1863300 eV ; 3.0012 b ; 0.054597 b
1864000 eV ; 2.6798 b ; 0.053744 b
1864700 eV ; 2.3003 b ; 0.052749 b
1865400 eV ; 2.4915 b ; 0.052938 b
1866100 eV ; 3.0470 b ; 0.054028 b
1866800 eV ; 3.6795 b ; 0.056446 b
1867500 eV ; 4.2221 b ; 0.058768 b
1868200 eV ; 4.4414 b ; 0.059526 b
1868900 eV ; 4.3356 b ; 0.059668 b
1869600 eV ; 4.0293 b ; 0.059336 b
1870300 eV ; 4.0888 b ; 0.059526 b
1871100 eV ; 4.5451 b ; 0.061232 b
1871800 eV ; 4.6818 b ; 0.062275 b
1872500 eV ; 4.8773 b ; 0.062133 b
1873200 eV ; 4.7275 b ; 0.061090 b
1873900 eV ; 4.5645 b ; 0.060900 b
1874600 eV ; 4.3220 b ; 0.060474 b
1875300 eV ; 4.4687 b ; 0.061374 b
1876000 eV ; 4.5833 b ; 0.061801 b
1876700 eV ; 4.5463 b ; 0.061659 b
1877400 eV ; 4.4047 b ; 0.060664 b
1878100 eV ; 3.8815 b ; 0.059479 b
1879400 eV ; 3.3157 b ; 0.036256 b
1881100 eV ; 2.6206 b ; 0.035118 b
1882900 eV ; 2.2388 b ; 0.033839 b
1884100 eV ; 2.0739 b ; 0.052464 b
1884900 eV ; 2.0001 b ; 0.052891 b
1885600 eV ; 2.2740 b ; 0.053791 b
1886300 eV ; 2.6012 b ; 0.055308 b
1887000 eV ; 3.1378 b ; 0.057204 b
1887700 eV ; 3.6695 b ; 0.058863 b
1888400 eV ; 4.0841 b ; 0.059716 b
1889100 eV ; 4.3452 b ; 0.060284 b
1889800 eV ; 4.3381 b ; 0.059716 b
1890600 eV ; 4.1936 b ; 0.058294 b
1891300 eV ; 3.8010 b ; 0.057299 b
1892400 eV ; 3.5156 b ; 0.039668 b
1893800 eV ; 3.1585 b ; 0.039100 b
1895200 eV ; 3.0488 b ; 0.038246 b
1896500 eV ; 2.9340 b ; 0.044076 b
1897600 eV ; 2.9700 b ; 0.044171 b
1898600 eV ; 2.9699 b ; 0.044645 b
1899700 eV ; 2.8843 b ; 0.044929 b
1900800 eV ; 2.9332 b ; 0.045450 b
1902000 eV ; 3.2219 b ; 0.040237 b
1903500 eV ; 3.5314 b ; 0.041374 b
1904900 eV ; 3.8519 b ; 0.042038 b
1906400 eV ; 4.3258 b ; 0.042938 b
1907500 eV ; 4.8270 b ; 0.062796 b
1908200 eV ; 5.0586 b ; 0.063270 b
1908900 eV ; 5.1561 b ; 0.064313 b
1909700 eV ; 5.1881 b ; 0.064502 b
1910400 eV ; 5.4222 b ; 0.065782 b
1911100 eV ; 5.6661 b ; 0.067962 b
1911800 eV ; 6.0624 b ; 0.069858 b
1912600 eV ; 6.1806 b ; 0.071517 b
1913300 eV ; 6.2283 b ; 0.071611 b
1914000 eV ; 6.0394 b ; 0.070237 b
1914700 eV ; 5.7441 b ; 0.067299 b
1915700 eV ; 5.2476 b ; 0.052938 b
1916700 eV ; 4.8403 b ; 0.051754 b
1917800 eV ; 4.5880 b ; 0.051327 b
1918900 eV ; 4.2631 b ; 0.050521 b
1919900 eV ; 3.8913 b ; 0.060521 b
1920600 eV ; 3.7202 b ; 0.059052 b
1921300 eV ; 3.5265 b ; 0.058436 b
1922100 eV ; 3.5808 b ; 0.058057 b
1922800 eV ; 3.5229 b ; 0.058720 b
1923500 eV ; 3.7639 b ; 0.059810 b
1924300 eV ; 4.1574 b ; 0.061517 b
1925000 eV ; 4.4668 b ; 0.062986 b
1925700 eV ; 4.7158 b ; 0.064360 b
1926500 eV ; 4.5995 b ; 0.064360 b
1927200 eV ; 4.9014 b ; 0.064882 b
1927900 eV ; 4.9673 b ; 0.064976 b
1928700 eV ; 4.9252 b ; 0.065071 b
1929600 eV ; 5.0710 b ; 0.053981 b
1930700 eV ; 5.2269 b ; 0.054265 b
1931800 eV ; 5.5355 b ; 0.055498 b
1932900 eV ; 5.7682 b ; 0.057583 b
1933800 eV ; 6.0371 b ; 0.072654 b
1934600 eV ; 6.1646 b ; 0.074028 b
1935300 eV ; 6.0466 b ; 0.073460 b
1936100 eV ; 5.6042 b ; 0.070758 b
1936800 eV ; 5.1449 b ; 0.068246 b
1937400 eV ; 4.5791 b ; 0.092796 b
1937700 eV ; 4.3589 b ; 0.092607 b
1938100 eV ; 4.3863 b ; 0.092417 b
1938500 eV ; 4.4639 b ; 0.093460 b
1938800 eV ; 4.6680 b ; 0.095118 b
1939200 eV ; 4.8857 b ; 0.096114 b
1939600 eV ; 4.9686 b ; 0.097678 b
1940000 eV ; 5.5709 b ; 0.10171 b
1940300 eV ; 5.6335 b ; 0.10261 b
1940700 eV ; 5.6527 b ; 0.10090 b
1941100 eV ; 5.5076 b ; 0.10128 b
1941400 eV ; 5.4474 b ; 0.10005 b
1941800 eV ; 5.0737 b ; 0.096588 b
1942200 eV ; 4.8466 b ; 0.093981 b
1942600 eV ; 4.7804 b ; 0.092654 b
1943300 eV ; 4.4833 b ; 0.051706 b
1944400 eV ; 4.1456 b ; 0.050569 b
1945500 eV ; 3.6510 b ; 0.049289 b
1946700 eV ; 3.3276 b ; 0.047867 b
1947600 eV ; 3.1407 b ; 0.057488 b
1948300 eV ; 2.9332 b ; 0.057204 b
1949100 eV ; 3.0152 b ; 0.056114 b
1949800 eV ; 2.7638 b ; 0.055972 b
1950600 eV ; 2.7954 b ; 0.056066 b
1951300 eV ; 2.7285 b ; 0.056446 b
1952100 eV ; 2.6276 b ; 0.056635 b
1952800 eV ; 2.7863 b ; 0.057299 b
1953600 eV ; 2.9336 b ; 0.057630 b
1954500 eV ; 3.1355 b ; 0.047488 b
1955700 eV ; 3.6459 b ; 0.048199 b
1956800 eV ; 4.1758 b ; 0.049668 b
1957900 eV ; 4.7019 b ; 0.051185 b
1958900 eV ; 4.9722 b ; 0.064028 b
1959600 eV ; 5.0742 b ; 0.064882 b
1960400 eV ; 5.2279 b ; 0.065261 b
1961100 eV ; 4.9759 b ; 0.064123 b
1961900 eV ; 4.2571 b ; 0.061232 b
1962600 eV ; 3.5913 b ; 0.058910 b
1963200 eV ; 3.0966 b ; 0.080664 b
1963600 eV ; 3.0463 b ; 0.080332 b
1964000 eV ; 2.8889 b ; 0.080616 b
1964300 eV ; 2.9068 b ; 0.079953 b
1964700 eV ; 2.9475 b ; 0.080995 b
1965100 eV ; 3.1650 b ; 0.081896 b
1965500 eV ; 3.3159 b ; 0.083128 b
1966000 eV ; 3.6920 b ; 0.059621 b
1966800 eV ; 4.1155 b ; 0.061043 b
1967600 eV ; 4.6970 b ; 0.062891 b
1968300 eV ; 5.1354 b ; 0.065213 b
1969100 eV ; 5.5859 b ; 0.067915 b
1969800 eV ; 5.8936 b ; 0.069621 b
1970600 eV ; 5.8696 b ; 0.069194 b
1971400 eV ; 5.7833 b ; 0.068957 b
1972100 eV ; 5.6596 b ; 0.068578 b
1973100 eV ; 5.4461 b ; 0.055166 b
1974200 eV ; 5.4035 b ; 0.055877 b
1975400 eV ; 5.4407 b ; 0.056114 b
1976100 eV ; 5.6189 b ; 0.097251 b
1976500 eV ; 5.9607 b ; 0.098720 b
1976900 eV ; 5.9052 b ; 0.099147 b
1977300 eV ; 6.0734 b ; 0.099147 b
1977700 eV ; 5.9511 b ; 0.098104 b
1978000 eV ; 5.8417 b ; 0.097156 b
1978600 eV ; 5.4250 b ; 0.067536 b
1979400 eV ; 4.9945 b ; 0.065972 b
1980100 eV ; 4.4107 b ; 0.063839 b
1980900 eV ; 4.1082 b ; 0.063365 b
1981700 eV ; 3.8060 b ; 0.062275 b
1982500 eV ; 3.4975 b ; 0.061422 b
1983200 eV ; 3.5291 b ; 0.060521 b
1984000 eV ; 3.2266 b ; 0.060142 b
1984800 eV ; 3.2305 b ; 0.060284 b
1985500 eV ; 3.4377 b ; 0.060664 b
1986300 eV ; 3.4958 b ; 0.061374 b
1987100 eV ; 3.6929 b ; 0.061090 b
1987800 eV ; 3.8036 b ; 0.062227 b
1988400 eV ; 4.1286 b ; 0.088294 b
1988800 eV ; 4.0010 b ; 0.089573 b
1989200 eV ; 4.2004 b ; 0.090758 b
1989600 eV ; 4.2377 b ; 0.090616 b
1990000 eV ; 4.3120 b ; 0.090474 b
1990300 eV ; 4.2541 b ; 0.091185 b
1990700 eV ; 4.0767 b ; 0.090332 b
1991100 eV ; 4.0423 b ; 0.089289 b
1991500 eV ; 3.9050 b ; 0.088389 b
1991900 eV ; 3.6985 b ; 0.086825 b
1992300 eV ; 3.5240 b ; 0.086588 b
1992700 eV ; 3.2175 b ; 0.085972 b
1993100 eV ; 3.2489 b ; 0.084550 b
1993400 eV ; 3.0233 b ; 0.084834 b
1993800 eV ; 3.0258 b ; 0.085071 b
1994200 eV ; 3.0854 b ; 0.084739 b
1994600 eV ; 3.3295 b ; 0.086256 b
1995000 eV ; 3.7079 b ; 0.087299 b
1995400 eV ; 3.7669 b ; 0.088910 b
1995800 eV ; 4.2597 b ; 0.090948 b
1996200 eV ; 4.5783 b ; 0.092322 b
1996500 eV ; 4.7738 b ; 0.093318 b
1996900 eV ; 5.1116 b ; 0.095024 b
1997300 eV ; 4.9848 b ; 0.095071 b
1997700 eV ; 5.0701 b ; 0.094834 b
1998100 eV ; 5.0416 b ; 0.093128 b
1998500 eV ; 4.9803 b ; 0.093081 b
1998900 eV ; 4.9222 b ; 0.092512 b
1999300 eV ; 4.8868 b ; 0.091564 b
1999600 eV ; 5.0989 b ; 0.093128 b
2000000 eV ; 4.8889 b ; 0.092796 b
2000400 eV ; 4.9647 b ; 0.093554 b
2000800 eV ; 4.9773 b ; 0.093744 b
2001200 eV ; 5.0311 b ; 0.095024 b
2001600 eV ; 5.0844 b ; 0.094265 b
2002000 eV ; 4.9569 b ; 0.093981 b
2002400 eV ; 4.7745 b ; 0.092986 b
2002800 eV ; 4.6482 b ; 0.093318 b
2003700 eV ; 4.2578 b ; 0.045071 b
2005300 eV ; 3.5988 b ; 0.043460 b
2006900 eV ; 3.1987 b ; 0.042607 b
2008400 eV ; 2.7584 b ; 0.041564 b
2010000 eV ; 2.5124 b ; 0.040664 b
2011600 eV ; 2.4753 b ; 0.040379 b
